Machine Identifier,Site Session ID,Domain ID,Date of Activity,Time of Activity,Product Category ID,Product Name,product Quantity,Product Total Price,Basket Total,Most Education -- Head of Household,Census Region,Household Size,Oldest Age -- Head of Household,Household Income,Children Present,Racial Background,Connection Speed,Country of Origin,Zip Code,Domain Name
61938846,1.04475E+14,4.04667E+18,20120702,19:07:48,1,1.5M 2-SLOT TO STANDARD OUTLET CORD N/A,1,2.42,64.77,99,4,1,11,2,0,1,1,0,92056,amazon.com
61992820,16940798494,4.04667E+18,20120911,2:35:48,33,3D HELLO KITTY PINK RIBBON CASE/COVER/PROTECTOR FITS ALL MODELS OF IPHONE 4 & 4S N/A,1,4.76,9.88,99,3,2,6,2,1,1,1,0,28269,amazon.com
61992820,16940798494,4.04667E+18,20120911,2:35:48,33,"IPHONE 4 / 4S ANTI-GLARE, ANTI-SCRATCH, ANTI-FINGERPRINT - MATTE FINISHING SCREEN PROTECTOR N/A",1,0.58,9.88,99,3,2,6,2,1,1,1,0,28269,amazon.com
61992820,16940798494,4.04667E+18,20120911,2:35:48,23,PINK DISNEY 3D STITCH MOVABLE EAR FLIP HARD CASE COVER FOR IPHONE 4/4S XMAS GIFT N/A,1,4.54,9.88,99,3,2,6,2,1,1,1,0,28269,amazon.com
62789394,17653437032,4.04667E+18,20121124,0:28:04,21,127 HOURS BETWEEN A ROCK AND A HARD PLACE N/A,1,6,17.98,99,3,3,1,3,1,2,1,0,78223,amazon.com
63550364,24887956032,4.04667E+18,20121015,5:19:23,21,YOUTHAIR CREME FOR MEN AND WOMEN NATURAL COLOR GRADUALLY 16OZ/473ML N/A,1,11.18,20.16,99,1,3,11,7,0,1,1,0,6870,amazon.com
63980894,17238725261,4.04667E+18,20121231,1:49:28,1,"RARE EDITIONS GIRLS 7-16 FLOWER SOUTACH DRESS, RED, 14 N/A",1,84,84,99,1,2,6,7,0,1,1,0,1543,amazon.com
64372946,7.22863E+13,4.04667E+18,20120122,22:59:13,21,GOSSIP GIRL A NOVEL BY CECILY VON ZIEGESAR EBOOK CECILY VON ZIEGESAR KINDLE STORE N/A,1,8.99,13.47,99,1,4,3,6,1,1,1,0,1082,amazon.com
65366854,7.36891E+13,4.04667E+18,20120227,0:00:41,30,5-IN-1 CAR CHARGER + FM TRANSMITTER / HOLDER FULL RANGE FREQUENCY FM TRANSMITTER CAR KIT FOR APPLE IPOD (BLACK) N/A,1,12.24,35.46,99,3,4,1,5,1,1,1,0,73401,amazon.com
65366854,7.36891E+13,4.04667E+18,20120227,0:00:41,27,"BLACK APPLE IPOD 5-IN-1 CAR CHARGER + FM TRANSMITTER / HOLDER FULL RANGE FREQUENCY FM TRANSMITTER CAR KIT FOR IPOD 3RD, 4TH, 5TH GENERATION, MINI, PHOTO, U2, NANO, VIDEO, CLASSIC, TOUCH 1ST GEN, IPHON N/A",1,12.24,35.46,99,3,4,1,5,1,1,1,0,73401,amazon.com
65407245,9.76028E+13,4.04667E+18,20120708,13:04:33,1,ELEGANT OEM VG BRAND (GREEN) ARMBAND WITH SWEAT RESISTANT LINING FOR HTC REZOUND SMART PHONE + LIVE * LAUGH * LOVE VANGODDY WRIST BAND!!! N/A,1,14.85,22.8,99,1,2,7,5,0,1,1,0,18504,amazon.com
65517106,1.02042E+14,4.04667E+18,20120618,16:19:49,29,FASHION DESIGN STUDIO N/A,1,31.51,54.18,99,1,3,5,5,1,1,0,0,3038,amazon.com
65517106,1.10065E+14,4.04667E+18,20120718,15:48:20,16,"OLAY DEFINITY INTENSE HYDRATING CREAM, 1.7 OUNCE N/A",1,18.95,49.6,99,1,3,5,5,1,1,0,0,3038,amazon.com
65517106,1.10065E+14,4.04667E+18,20120718,15:48:20,16,THAI DEODORANT STICK 4.25 OUNCES N/A,2,11.66,49.6,99,1,3,5,5,1,1,0,0,3038,amazon.com
65517106,1.10065E+14,4.04667E+18,20120718,15:48:20,16,"OLAY DEFINITY ILLUMINATING EYE TREATMENT - TREATMENT 0.5 OZ, .5 OZ N/A",1,6.7,49.6,99,1,3,5,5,1,1,0,0,3038,amazon.com
65517106,1.10386E+14,4.04667E+18,20120820,16:28:11,21,FLIPSIDE EROTICA PRESENTS BOTH SIDES OF THE STORY VOL. 1 N/A,1,14.37,30.2,99,1,3,5,5,1,1,0,0,3038,amazon.com
65517106,1.10386E+14,4.04667E+18,20120820,16:28:11,21,BEST WOMEN'S EROTICA 2011 N/A,1,10.85,30.2,99,1,3,5,5,1,1,0,0,3038,amazon.com
65517106,1.10961E+14,4.04667E+18,20120816,15:57:30,54,ROOMMATES RMK1864GM BATMAN BOLD JUSTICE PEEL AND STICK GIANT WALL DECAL N/A,1,22.99,85.85,99,1,3,5,5,1,1,0,0,3038,amazon.com
65517106,1.10961E+14,4.04667E+18,20120816,15:57:30,17,ROOMMATES RMK1477SCS BATMAN THE BRAVE AND THE BOLD PEEL & STICK WALL DECALS N/A,1,12.99,85.85,99,1,3,5,5,1,1,0,0,3038,amazon.com
65517106,1.10961E+14,4.04667E+18,20120816,15:57:30,54,2011 HOT WHEELS BATMAN THE DARK KNIGHT 5-PACK BATCOPTER/BONE SHAKER JOKER SPECIAL/DARK KNIGHT BATMOBILE/FORD FUSION PATROL CAR/ARMORED TRUCK N/A,1,13.88,85.85,99,1,3,5,5,1,1,0,0,3038,amazon.com
65517106,1.10961E+14,4.04667E+18,20120816,15:57:30,54,HOT WHEELS WALL TRACKS BATMAN THE DARK KNIGHT RISES TRACKSET N/A,1,35.99,85.85,99,1,3,5,5,1,1,0,0,3038,amazon.com
65517106,1.11665E+14,4.04667E+18,20120814,15:40:40,21,REFLECTED IN YOU A CROSSFIRE NOVEL N/A,1,9,40.28,99,1,3,5,5,1,1,0,0,3038,amazon.com
65517106,1.11665E+14,4.04667E+18,20120814,15:40:40,54,BARED TO YOU A CROSSFIRE NOVEL N/A,1,9,40.28,99,1,3,5,5,1,1,0,0,3038,amazon.com
65517106,1.11665E+14,4.04667E+18,20120814,15:40:40,23,BEAUTIFUL DISASTER N/A,1,16.31,40.28,99,1,3,5,5,1,1,0,0,3038,amazon.com
65517106,1.14935E+14,4.04667E+18,20120828,17:01:52,1,MASTERPIECE THEATRE JANE EYRE N/A,1,16.31,24.29,99,1,3,5,5,1,1,0,0,3038,amazon.com
65517106,25298604611,4.04667E+18,20121018,16:05:31,16,BOSLEY REVIVE STARTER PACK FOR VISIBLY THINNING / COLOR-TREATED HAIR N/A,1,31.45,145.34,99,1,3,5,5,1,1,0,0,3038,amazon.com
65517106,25298604611,4.04667E+18,20121018,16:05:31,1,DISNEY THREE PRINCESSES PINK PLUSH ROBE FOR GIRLS (6/6X) N/A,1,24,145.34,99,1,3,5,5,1,1,0,0,3038,amazon.com
65517106,25298604611,4.04667E+18,20121018,16:05:31,16,"OLAY DEFINITY INTENSE HYDRATING CREAM, 1.7  OUNCE N/A",1,29,145.34,99,1,3,5,5,1,1,0,0,3038,amazon.com
65517106,25298604611,4.04667E+18,20121018,16:05:31,54,DC UNIVERSE INFINITE HEROES COLLECTOR SUPERMAN / BRAINIAC FIGURES 2-PACK N/A,1,48.35,145.34,99,1,3,5,5,1,1,0,0,3038,amazon.com
65517106,27130991225,4.04667E+18,20121211,13:37:38,9,"PRESTO 04820 POPLITE HOT AIR POPPER, WHITE N/A",1,27.98,35.97,99,1,3,5,5,1,1,0,0,3038,amazon.com
65517106,27130991225,4.04667E+18,20121211,13:37:38,21,2 ITEM BUNDLE LITTLE ADVENTURES SPIDERMAN CAPE WITH REVERSIBLE MASK (AGES 3-8) + ACTIVITY BOOK N/A,1,16.99,21.24,99,1,3,5,5,1,1,0,0,3038,amazon.com
65517106,29624767037,4.04667E+18,20121012,14:57:00,16,STRIVECTIN SD INTENSIVE CONCENTRATE FOR STRETCH MARKS & WRINKLES-5 OZ. N/A,1,64,109.95,99,1,3,5,5,1,1,0,0,3038,amazon.com
65517106,29624767037,4.04667E+18,20121012,14:57:00,1,"SUPERMAN COSTUME YOUNG BOYS PAJAMAS SET SIZE 10, RED N/A",1,17.99,109.95,99,1,3,5,5,1,1,0,0,3038,amazon.com
65517106,29624767037,4.04667E+18,20121012,14:57:00,16,"OLAY DEFINITY ILLUMINATING EYE TREATMENT SKIN CARE, 0.5 OUNCE N/A",1,17,109.95,99,1,3,5,5,1,1,0,0,3038,amazon.com
65517106,30353789463,4.04667E+18,20120904,12:57:54,1,MASTERPIECE THEATRE JANE EYRE N/A,1,16.64,24.62,99,1,3,5,5,1,1,0,0,3038,amazon.com
65517106,7.83745E+13,4.04667E+18,20120502,12:03:43,54,POWER WHEELS KAWASAKI KFX WITH MONSTER TRACTION N/A,1,189,254.25,99,1,3,5,5,1,1,0,0,3038,amazon.com
65517106,7.83745E+13,4.04667E+18,20120502,12:03:43,16,SOLAR PROTECTION FORMULA SPF 58 MINERAL BLOCK N/A,1,20.99,254.25,99,1,3,5,5,1,1,0,0,3038,amazon.com
65517106,7.83745E+13,4.04667E+18,20120502,12:03:43,54,IMAGINEXT DC SUPER FRIENDS CATWOMAN N/A,1,12.29,254.25,99,1,3,5,5,1,1,0,0,3038,amazon.com
65517106,7.83745E+13,4.04667E+18,20120502,12:03:43,19,FISHER-PRICE IMAGINEXT DC SUPER FRIENDS BATMOBILE WITH LIGHTS N/A,1,12.49,254.25,99,1,3,5,5,1,1,0,0,3038,amazon.com
65517106,7.83745E+13,4.04667E+18,20120502,12:03:43,54,IMAGINEXT DC SUPER FRIENDS MINI FIGURE THE JOKER N/A,1,9.5,254.25,99,1,3,5,5,1,1,0,0,3038,amazon.com
66038425,1.04498E+14,4.04667E+18,20120702,20:28:25,33,"IPHONE 4 / 4S ANTI-GLARE, ANTI-SCRATCH, ANTI-FINGERPRINT - MATTE FINISHING SCREEN PROTECTOR N/A",1,0.99,0.99,99,3,3,4,5,1,2,1,0,36083,amazon.com
66038425,29263991351,4.04667E+18,20121006,18:34:29,33,OTTERBOX COMMUTER SERIES HYBRID CASE FOR IPHONE 4 & 4S  - RETAIL PACKAGING - DEEP TEAL/LIGHT TEAL N/A,1,15.99,29.23,99,3,3,4,5,1,2,1,0,36083,amazon.com
66038425,29263991351,4.04667E+18,20121006,18:34:29,33,"CAR CHARGER + WALL CHARGER + USB DATA CABLE FOR IPHONE 4 4S 3 3GS, IPOD, TOUCH, NANO, SHUFFLE , 3 IN 1 COMBO SET N/A",1,3.1,29.23,99,3,3,4,5,1,2,1,0,36083,amazon.com
66038425,7.5227E+13,4.04667E+18,20120310,4:35:01,16,RED SILICONE RUBBER GEL SOFT SKIN CASE COVER FOR SAMSUNG GALAXY S 4G N/A,1,2.5,13.73,99,3,3,4,5,1,2,1,0,36083,amazon.com
66038425,7.5227E+13,4.04667E+18,20120310,4:35:01,34,LIGHT PINK SILICONE CASE / SKIN / COVER FOR SAMSUNG VIBRANT T959 / T959V GALAXY S 4G N/A,1,1.14,13.73,99,3,3,4,5,1,2,1,0,36083,amazon.com
66038425,7.5227E+13,4.04667E+18,20120310,4:35:01,34,WHITE SILICONE CASE / SKIN / COVER FOR SAMSUNG VIBRANT T959 / T959V GALAXY S 4G N/A,1,1.21,13.73,99,3,3,4,5,1,2,1,0,36083,amazon.com
66038425,9.97535E+13,4.04667E+18,20120721,2:25:15,11,"HYBRID CASE COMPATIBLE WITH APPLEAR IPHONEAR 4 / 4S, GREEN TPU / BLACK HARD N/A",1,1.22,11.21,99,3,3,4,5,1,2,1,0,36083,amazon.com
66038425,9.98978E+13,4.04667E+18,20120629,23:34:08,33,APPLE IPHONE 4/4S HYBRID CASE WITH KICKSTAND HOT PINK N/A,1,3.23,10.92,99,3,3,4,5,1,2,1,0,36083,amazon.com
66038425,9.98978E+13,4.04667E+18,20120629,23:34:08,33,LIGHT BLUE REPLICASE HARD CRYSTAL AIR JACKET CASE FOR AT&T IPHONE 4 4G 16GB 32GB GSM N/A,1,1.82,10.92,99,3,3,4,5,1,2,1,0,36083,amazon.com
66038425,9.98978E+13,4.04667E+18,20120629,23:34:08,33,INSASSY PINK/BLUE CASSETTE TAPE CASE / SKIN / COVER FOR APPLE IPHONE 4 /4G (AT AND T AND VERIZON) N/A,1,1.32,10.92,99,3,3,4,5,1,2,1,0,36083,amazon.com
66038425,9.98978E+13,4.04667E+18,20120629,23:34:08,33,"SNAP-ON CASE COMPATIBLE WITH APPLER IPHONER 4 AT&T, LIGHT PINK BLING N/A",1,1.55,10.92,99,3,3,4,5,1,2,1,0,36083,amazon.com
66599305,1.0263E+14,4.04667E+18,20120614,2:00:53,19,RITEAV - SVGA MONITOR CABLE - 50 FT. N/A,1,9.03,22.98,99,3,4,3,1,1,5,1,1,71112,amazon.com
66599305,1.0294E+14,4.04667E+18,20120605,19:29:00,30,WHITE PINK 2 IN 1 HYBRID COMBINATION HARD PC MESH PLASTIC AND SILICONE SKIN FOR SAMSUNG GALAXY S II SKYROCKET 4G ANDRIOD SMARTPHONE SAMSUNG SGH-I727 /AT&T + SCREEN PROTECTOR FILM + DRAGONCELL STYLUS P N/A,1,7,15.09,99,3,4,3,1,1,5,1,1,71112,amazon.com
66599305,1.086E+14,4.04667E+18,20120710,19:07:43,9,BLACK & DECKER F1060 STEAM ADVANTAGE IRON WITH STAINLESS-STEEL SOLEPLATE N/A,1,24.99,37.8,99,3,4,3,1,1,5,1,1,71112,amazon.com
66599305,21975339656,4.04667E+18,20121226,20:37:57,17,ZEBRA HOT PINK WHITE RHINESTONE CRYSTAL BLING DIAMOND HARD SNAP-ON CASE COVER FOR SAMSUNG HERCULES T989 N/A,1,2.38,8.17,99,3,4,3,1,1,5,1,1,71112,amazon.com
66599305,21975339656,4.04667E+18,20121226,20:37:57,34,5X SAMSUNG GALAXY S II SKYROCKET SGH-I727 PREMIUM CLEAR LCD SCREEN PROTECTOR ... N/A,1,1.8,8.17,99,3,4,3,1,1,5,1,1,71112,amazon.com
66599305,26247238281,4.04667E+18,20121227,2:44:42,1,NEW FULL DIAMOND SILVER BLACK ZEBRA DIAMANTE PROTECTOR CASE CASE COVER ACCESSORY FOR APPLE IPOD TOUCH 4TH GENERATION 4G 4 N/A,1,2.99,5.94,99,3,4,3,1,1,5,1,1,71112,amazon.com
66730574,25907565139,4.04667E+18,20121103,20:22:09,23,LORTON LEGENDS (DC BOOKDIVA PRESENTS) N/A,1,15,38.69,99,3,4,6,3,1,2,1,0,20743,amazon.com
66730574,25907565139,4.04667E+18,20121103,20:22:09,99,BLACK BOY (P.S.) N/A,1,12.23,38.69,99,3,4,6,3,1,2,1,0,20743,amazon.com
66730574,25907565139,4.04667E+18,20121103,20:22:09,23,A MOST MIZERABLE CHRISTMAS N/A,1,11.46,38.69,99,3,4,6,3,1,2,1,0,20743,amazon.com
66740626,1.09931E+14,4.04667E+18,20120824,17:32:20,40,INSIGHTFUL WRITING A PROCESS RHETORIC WITH READINGS N/A,1,54.81,54.81,99,3,2,8,4,0,1,1,0,75766,amazon.com
66740626,1.09931E+14,4.04667E+18,20120824,17:32:20,29,"NEW PERSPECTIVES ON MICROSOFT OFFICE 2010, FIRST COURSE (NEW PERSPECTIVES (THOMSON COURSE TECHNOLOGY)) N/A",1,101.49,101.49,99,3,2,8,4,0,1,1,0,75766,amazon.com
66740626,31868457529,4.04667E+18,20121008,3:59:21,55,"OFFRAY SINGLE FACE SATIN CRAFT RIBBON, 1-1/2-INCH BY 50-YARD SPOOL, REGAL PURPLE N/A",1,13.9,17.89,99,3,2,8,4,0,1,1,0,75766,amazon.com
66740626,33096864289,4.04667E+18,20120914,16:51:28,17,"DARICE RC-7210-51 DECORATIVE SATIN LOOSE ROSE PETALS, PURPLE, 300 PER PACK N/A",1,10.1,42.96,99,3,2,8,4,0,1,1,0,75766,amazon.com
66740626,33096864289,4.04667E+18,20120914,16:51:28,20,CLEAR WATER PEARLS N/A,1,1.96,42.96,99,3,2,8,4,0,1,1,0,75766,amazon.com
66740626,33096864289,4.04667E+18,20120914,16:51:28,23,PURPLE WATER PEARLS N/A,1,1.93,42.96,99,3,2,8,4,0,1,1,0,75766,amazon.com
66740626,33096864289,4.04667E+18,20120914,16:51:28,36,WII RESIDENT EVIL BLASTER N/A,1,9.99,42.96,99,3,2,8,4,0,1,1,0,75766,amazon.com
66740626,33096864289,4.04667E+18,20120914,16:51:28,54,SKYLANDERS SPYRO'S ADVENTURE CYNDER N/A,1,8.99,42.96,99,3,2,8,4,0,1,1,0,75766,amazon.com
66740626,33096864289,4.04667E+18,20120914,16:51:28,23,RESIDENT EVIL 4 N/A,1,9.99,42.96,99,3,2,8,4,0,1,1,0,75766,amazon.com
66740626,35222589977,4.04667E+18,20120906,3:51:55,1,"PLUS SIZE ELASTIC WAIST WICKING PANTS (BLUE SEA,BIG - 4XL) N/A",1,7,27.95,99,3,2,8,4,0,1,1,0,75766,amazon.com
66740626,35222589977,4.04667E+18,20120906,3:51:55,1,"PLUS SIZE ELASTIC WAIST WICKING PANTS (STONE GREY,BIG - 4XL) N/A",2,14,27.95,99,3,2,8,4,0,1,1,0,75766,amazon.com
67333401,28008583763,4.04667E+18,20121103,3:33:51,21,THE SCIENCE OF BLACK HAIR A COMPREHENSIVE GUIDE TO TEXTURED HAIR CARE AUDREY DAVIS-SIVASOTHY  BOOKS N/A,1,24.95,29.43,99,1,3,5,5,1,2,1,0,11798,amazon.com
67333401,28008583763,4.04667E+18,20121103,3:33:51,21,THE SCIENCE OF BLACK HAIR A COMPREHENSIVE GUIDE TO TEXTURED HAIR CARE N/A,1,24.95,36.93,99,1,3,5,5,1,2,1,0,11798,amazon.com
67511189,1.01613E+14,4.04667E+18,20120625,15:46:09,21,SNATCHED A NOVELLA (KINDLE SINGLE) EBOOK KARIN SLAUGHTER KINDLE STORE N/A,1,1.99,6.47,99,4,5,5,5,1,1,1,0,92019,amazon.com
67511189,1.01613E+14,4.04667E+18,20120625,15:46:09,21,BLOOD GUILT (A CRIME THRILLER NOVEL WITH A UNIQUE PREMISE) EBOOK BEN CHEETHAM KINDLE STORE N/A,1,1.31,5.79,99,4,5,5,5,1,1,1,0,92019,amazon.com
67511189,1.02631E+14,4.04667E+18,20120614,14:56:19,21,"HOW TO READ THE BIBLE EVERY DAY A ONE-YEAR, TWO-YEAR, AND THREE-YEAR PLAN FOR READING THROUGH THE SCRIPTURES N/A",1,4.99,0,99,4,5,5,5,1,1,1,0,92019,amazon.com
67511189,1.10113E+14,4.04667E+18,20120718,21:25:53,21,DEATH OF A COZY WRITER (A ST. JUST MYSTERY) G.M. MALLIET  KINDLE STORE N/A,1,9.39,13.87,99,4,5,5,5,1,1,1,0,92019,amazon.com
67511189,1.10395E+14,4.04667E+18,20120820,2:02:03,23,NAKED HEAT (NIKKI HEAT) RICHARD CASTLE  KINDLE STORE N/A,1,9.49,13.97,99,4,5,5,5,1,1,1,0,92019,amazon.com
67511189,1.1098E+14,4.04667E+18,20120807,17:33:27,23,HEAT RISES (NIKKI HEAT) RICHARD CASTLE  KINDLE STORE N/A,1,9.36,13.84,99,4,5,5,5,1,1,1,0,92019,amazon.com
67511189,26516460148,4.04667E+18,20121206,16:04:08,59,AMAZON.COM GIFT CARD BOX  - $50 (BIRTHDAY DESIGN) N/A,1,50,50,99,4,5,5,5,1,1,1,0,92019,amazon.com
67511189,30215049829,4.04667E+18,20121121,21:04:59,21,HOLLYWOOD HEADLINES MYSTERIES BOXED SET (BOOKS 1-3) GEMMA HALLIDAY  KINDLE STORE N/A,1,6.99,11.47,99,4,5,5,5,1,1,1,0,92019,amazon.com
67511189,33739051579,4.04667E+18,20121010,3:30:13,23,HIGH HEELS MYSTERIES BOXED SET VOL. I (BOOKS 1-3 PLUS A SHORT STORY) GEMMA HALLIDAY  KINDLE STORE N/A,1,0.99,5.47,99,4,5,5,5,1,1,1,0,92019,amazon.com
67511189,33739051579,4.04667E+18,20121010,3:30:13,21,"THE COMPLETE FATHER BROWN MYSTERIES COLLECTION SPECIAL KINDLE G.K. CHESTERTON EDITION (ANNOTATED) (COMPLETE WORKS OF G.K. CHESTERTON) GILBERT KEITH CHESTERTON,THE COMPLETE WORKS COLLECTION  KINDLE STO N/A",1,0.99,5.47,99,4,5,5,5,1,1,1,0,92019,amazon.com
67511189,33739051579,4.04667E+18,20121010,3:30:13,23,HIGH HEELS MYSTERIES BOXED SET VOL II (BOOKS 4-6 PLUS A SHORT STORY) GEMMA HALLIDAY  KINDLE STORE N/A,1,6.99,11.47,99,4,5,5,5,1,1,1,0,92019,amazon.com
67511189,34162151989,4.04667E+18,20121004,17:56:00,54,ALEX ALL DUCT OUT N/A,1,19.45,47.75,99,4,5,5,5,1,1,1,0,92019,amazon.com
67511189,34162151989,4.04667E+18,20121004,17:56:00,23,TAPE IT & MAKE IT 101 DUCT TAPE ACTIVITIES N/A,1,9.63,47.75,99,4,5,5,5,1,1,1,0,92019,amazon.com
67511189,34162151989,4.04667E+18,20121004,17:56:00,17,FASHION ANGELS TAPEFFITI 30PC CADDY N/A,1,11.99,47.75,99,4,5,5,5,1,1,1,0,92019,amazon.com
67511189,34255737377,4.04667E+18,20120914,2:34:14,15,IMITATION SHEEPSKIN PADDED BICYCLE SEAT COVER N/A,1,9.49,20.47,99,4,5,5,5,1,1,1,0,92019,amazon.com
67511189,36341355052,4.04667E+18,20120925,0:44:08,21,"JUDGE & JURY JAMES PATTERSON,ANDREW GROSS  KINDLE STORE N/A",1,9.99,14.47,99,4,5,5,5,1,1,1,0,92019,amazon.com
67511189,7.64191E+13,4.04667E+18,20120505,16:42:34,59,AMAZON.COM GIFT CARD N/A,1,20,20,99,4,5,5,5,1,1,1,0,92019,amazon.com
67511189,7.90596E+13,4.04667E+18,20120523,18:12:30,1,"11TH HOUR (WOMEN'S MURDER CLUB) JAMES PATTERSON, MAXINE PAETRO  KINDLE STORE N/A",1,12.99,17.47,99,4,5,5,5,1,1,1,0,92019,amazon.com
67511189,9.19423E+13,4.04667E+18,20120623,15:44:25,30,PROTECTIVE DECAL SKIN STICKER FOR DELL INSPIRON 15 1545 15.6 INCH SCREEN CASE COVER INSPIRON1545-LTP-381 N/A,1,20.95,12.9,99,4,5,5,5,1,1,1,0,92019,amazon.com
67895740,1.02053E+14,4.04667E+18,20120618,3:31:21,21,"LOST IN SHADOWS SHADOW OPS, BOOK #2 (SHADOWS OPS, BOOK #2) EBOOK CJ LYONS KINDLE STORE N/A",1,2.99,7.47,99,3,2,8,5,0,1,1,0,31204,amazon.com
67895740,1.02053E+14,4.04667E+18,20120618,3:31:21,21,CHASING SHADOWS SHADOW OPS BOOK #1 EBOOK CJ LYONS KINDLE STORE N/A,1,2.99,7.47,99,3,2,8,5,0,1,1,0,31204,amazon.com
67895740,1.09933E+14,4.04667E+18,20120824,0:33:05,22,CHEATED BY DEATH (THE JEFF RESNICK MYSTERIES) L.L. BARTLETT  KINDLE STORE N/A,1,3.99,8.47,99,3,2,8,5,0,1,1,0,31204,amazon.com
67895740,1.09933E+14,4.04667E+18,20120824,0:33:05,22,BOUND BY SUGGESTION (THE JEFF RESNICK MYSTERIES) L.L. BARTLETT  KINDLE STORE N/A,1,3.99,8.47,99,3,2,8,5,0,1,1,0,31204,amazon.com
67895740,28691665483,4.04667E+18,20121026,1:25:00,21,SOMEONE TO SAVE YOU (SUSPENSE MYSTERY THRILLER) PAUL PILKINGTON  KINDLE STORE N/A,1,2.99,7.47,99,3,2,8,5,0,1,1,0,31204,amazon.com
67895740,7.36365E+13,4.04667E+18,20120224,16:24:39,21,THOUGH NOT DEAD A KATE SHUGAK NOVEL EBOOK DANA STABENOW KINDLE STORE N/A,1,7.99,12.47,99,3,2,8,5,0,1,1,0,31204,amazon.com
67895740,7.51431E+13,4.04667E+18,20120331,4:54:20,21,A FINE AND BITTER SNOW A KATE SHUGAK NOVEL (KATE SHUGAK MYSTERIES) EBOOK DANA STABENOW KINDLE STORE N/A,1,7.99,12.47,99,3,2,8,5,0,1,1,0,31204,amazon.com
67895740,7.51431E+13,4.04667E+18,20120331,4:54:20,21,A DEEPER SLEEP A KATE SHUGAK NOVEL (KATE SHUGAK MYSTERIES) EBOOK DANA STABENOW KINDLE STORE N/A,1,7.99,12.47,99,3,2,8,5,0,1,1,0,31204,amazon.com
67895740,7.62504E+13,4.04667E+18,20120304,2:26:05,21,"MISSING, PRESUMED... (A LIAM CAMPBELL SHORT STORY) EBOOK DANA STABENOW KINDLE STORE N/A",1,0.99,5.47,99,3,2,8,5,0,1,1,0,31204,amazon.com
67895740,7.62504E+13,4.04667E+18,20120304,2:26:05,21,ON THE EVIDENCE (A LIAM CAMPBELL SHORT STORY) EBOOK DANA STABENOW KINDLE STORE N/A,1,0.99,5.47,99,3,2,8,5,0,1,1,0,31204,amazon.com
68069724,7.62324E+13,4.04667E+18,20120316,0:47:14,1,RITEAV - CAT5E NETWORK ETHERNET CABLE - BLUE - 100 FT. [OFFICE PRODUCT] N/A,1,7.68,36.33,99,3,1,4,2,0,1,1,0,40403,amazon.com
68212888,22074626696,4.04667E+18,20121226,18:50:28,99,CONTROL SYSTEMS ENGINEERING N/A,1,138.37,142.36,99,2,2,3,4,1,1,1,0,66762,amazon.com
68212888,7.56075E+13,4.04667E+18,20120520,17:34:09,21,THE TIMELESS WAY OF BUILDING N/A,1,38.42,42.41,99,2,2,3,4,1,1,1,0,66762,amazon.com
68492548,29872099938,4.04667E+18,20121118,19:14:35,23,"GOIN' SOUTH ( GOING SOUTH ) [ NON-USA FORMAT, PAL, REG.2 IMPORT - NETHERLANDS ] N/A",1,20.99,23.97,99,3,3,10,5,0,1,1,0,32421,amazon.com
68492548,30255878770,4.04667E+18,20121204,21:24:57,17,CIVIL WAR REPRODUCTION ARTILLERY BRASS HAT INSIGNIA CLOTHING N/A,1,3.99,8.47,99,3,3,10,5,0,1,1,0,32421,amazon.com
68492548,32887280237,4.04667E+18,20121129,12:23:45,23,GOIN SOUTH [VHS] N/A,1,6.67,9.65,99,3,3,10,5,0,1,1,0,32421,amazon.com
68502690,1.0812E+14,4.04667E+18,20120826,19:38:15,99,EMOTIONS ANONYMOUS N/A,1,0.04,31.96,99,2,3,10,7,0,1,1,0,61047,amazon.com
69092965,7.85384E+13,4.04667E+18,20120413,5:10:18,10,"CENTO WHITE CLAM SAUCE, 10.5-OUNCE CANS (PACK OF 12) N/A",1,29.4,160.5,99,3,2,11,6,0,1,1,0,32124,amazon.com
69092965,7.85384E+13,4.04667E+18,20120413,5:10:18,9,"LA MONICA SCUNGILLI, 6.5-OUNCE TINS (PACK OF 4) N/A",6,131.1,160.5,99,3,2,11,6,0,1,1,0,32124,amazon.com
69517459,7.25963E+13,4.04667E+18,20120527,0:04:36,34,SAMSUNG ALIAS 2 U750 VERIZON WIRELESS N/A,1,67.95,107.9,99,4,5,5,6,1,5,1,0,98512,amazon.com
69559311,1.09276E+14,4.04667E+18,20120723,23:40:48,29,"NEW - TRANSCEND ALL IN1 MULTI CARD READER WITH PHOTO RECOVERY SOFTWARE (FOR CF, SD, SD - TS-RDP8K N/A",1,12.99,12.99,99,3,4,11,5,0,1,1,0,30132,amazon.com
69648216,7.4265E+13,4.04667E+18,20120208,16:48:38,22,"LETRAS, NA?MEROS Y COLORES - VOL. 5 N/A",1,15.98,34.94,99,4,1,8,5,0,5,1,0,90040,amazon.com
69648216,7.4265E+13,4.04667E+18,20120208,16:48:38,22,"LETRAS, N?MEROS Y COLORES - VOL. 5 N/A",1,15.98,34.94,99,4,1,8,5,0,5,1,0,90040,amazon.com
69648216,7.97495E+13,4.04667E+18,20120418,16:42:30,8,BLACK & DECKER 6-SHEET CROSSCUT SHREDDER (CC601) N/A,1,49.88,61.36,99,4,1,8,5,0,5,1,0,90040,amazon.com
